K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,,,,,,,,,,,
340,5.5,0.286764370625,0.286639768387,0.286739450177,0.286764370625,,,,,,,,,,,
360,5.6,0.286687896832,0.286533975357,0.286657112537,0.286687896832,,,,,,,,,,,
360,5.2,0.28638988865,0.28606364638,0.286324640196,0.28638988865,,,,,,,,,,,
340,5.6,0.286268578962,0.285932490521,0.286201361274,0.286268578962,,,,,,,,,,,
400,8.5,0.285720723056,0.285720723056,0.285720723056,0.285720723056,,,,,,,,,,,
340,5.7,0.285585235886,0.285232025314,0.285302667429,0.285232025314,,,,,,,,,,,
360,5.7,0.28461436794,0.283673379359,0.284426170224,0.28461436794,,,,,,,,,,,
380,7,0.284524665557,0.28419547211,0.284458826867,0.284524665557,,,,,,,,,,,
400,9.5,0.284062891543,0.283165998865,0.283883513007,0.284062891543,,,,,,,,,,,
400,9,0.284313307479,0.283883440415,0.283969413828,0.283883440415,,,,,,,,,,,
400,10,0.283108967322,0.282045811304,0.282896336118,0.283108967322,,,,,,,,,,,
380,7.5,0.28338853354,0.282654427086,0.282801248377,0.282654427086,,,,,,,,,,,
340,5.9,0.282651391108,0.282651391108,0.282651391108,0.282651391108,,,,,,,,,,,
360,5.9,0.282575145195,0.281985668833,0.282457249923,0.282575145195,,,,,,,,,,,
380,7.6,0.280273912396,0.279563931124,0.280131916142,0.280273912396,,,,,,,,,,,
380,7.8,0.27908571795,0.27900371036,0.279020111878,0.27900371036,,,,,,,,,,,
360,7,0.278515700392,0.277693515708,0.278351263456,0.278515700392,,,,,,,,,,,
380,8,0.278504680795,0.278397503501,0.27841893896,0.278397503501,,,,,,,,,,,
380,8.5,0.278334611276,0.278148944431,0.278297477907,0.278334611276,,,,,,,,,,,
360,7.5,0.277214472767,0.276794263321,0.27687830521,0.276794263321,,,,,,,,,,,
380,9,0.276567571966,0.275128981992,0.276279853972,0.276567571966,,,,,,,,,,,
360,7.4,0.275953315436,0.275243484626,0.275811349274,0.275953315436,,,,,,,,,,,
360,7.6,0.276392178937,0.275698555523,0.275837280206,0.275698555523,,,,,,,,,,,
360,7.8,0.275882271462,0.275537321837,0.275606311762,0.275537321837,,,,,,,,,,,
360,8,0.274683815196,0.274646804979,0.274676413152,0.274683815196,,,,,,,,,,,
380,10,0.274339656568,0.273991987791,0.274270122812,0.274339656568,,,,,,,,,,,
380,9.5,0.274296507368,0.273926330818,0.274000366128,0.273926330818,,,,,,,,,,,
360,10,0.27361734642,0.271285329051,0.273150942947,0.27361734642,,,,,,,,,,,
360,8.5,0.273724560524,0.273513375609,0.273555612592,0.273513375609,,,,,,,,,,,
360,9,0.272719488516,0.269397664941,0.272055123801,0.272719488516,,,,,,,,,,,
360,9.5,0.272636451963,0.271547383264,0.272418638223,0.272636451963,,,,,,,,,,,
340,7,0.271467640375,0.271453267178,0.271456141817,0.271453267178,,,,,,,,,,,
340,7.8,0.270649800869,0.270307438686,0.270581328433,0.270649800869,,,,,,,,,,,
340,7.6,0.270800405004,0.270575725496,0.270620661398,0.270575725496,,,,,,,,,,,
340,7.4,0.270402534295,0.269243937167,0.27017081487,0.270402534295,,,,,,,,,,,
340,8,0.270015952871,0.269634485243,0.269710778768,0.269634485243,,,,,,,,,,,
340,7.5,0.271812880312,0.269482489163,0.269948567393,0.269482489163,,,,,,,,,,,
340,8.5,0.267190258884,0.267190258884,0.267190258884,0.267190258884,,,,,,,,,,,
340,9.5,0.266732979142,0.266518090536,0.266690001421,0.266732979142,,,,,,,,,,,
340,9,0.265757496952,0.265757496952,0.265757496952,0.265757496952,,,,,,,,,,,
340,10,0.265240009753,0.264834333925,0.265158874588,0.265240009753,,,,,,,,,,,
